buying,maint,doors,persons,lug_boot,safety,Cars24_rating,class
low,vhigh,4,2,big,low,poor,unacc
low,vhigh,4,2,big,med,poor,unacc
low,vhigh,4,2,big,high,poor,unacc
low,vhigh,4,4,small,low,poor,unacc
low,vhigh,4,4,small,med,poor,unacc
low,vhigh,4,4,small,high,average,acc
low,vhigh,4,4,med,low,poor,unacc
low,vhigh,4,4,med,med,average,acc
low,vhigh,4,4,med,high,average,acc
low,vhigh,4,4,big,low,poor,unacc
low,vhigh,4,4,big,med,average,acc
low,vhigh,4,4,big,high,average,acc
low,vhigh,4,more,small,low,poor,unacc
low,vhigh,4,more,small,med,poor,unacc
low,vhigh,4,more,small,high,average,acc
low,vhigh,4,more,med,low,poor,unacc
low,vhigh,4,more,med,med,average,acc
low,vhigh,4,more,med,high,average,acc
low,vhigh,4,more,big,low,poor,unacc
low,vhigh,4,more,big,med,average,acc
low,vhigh,4,more,big,high,average,acc
low,vhigh,5more,2,small,low,poor,unacc
low,vhigh,5more,2,small,med,poor,unacc
low,vhigh,5more,2,small,high,poor,unacc
low,vhigh,5more,2,med,low,poor,unacc
low,vhigh,5more,2,med,med,poor,unacc
low,vhigh,5more,2,med,high,poor,unacc
low,vhigh,5more,2,big,low,poor,unacc
low,vhigh,5more,2,big,med,poor,unacc
low,vhigh,5more,2,big,high,poor,unacc
low,vhigh,5more,4,small,low,poor,unacc
low,vhigh,5more,4,small,med,poor,unacc
low,vhigh,5more,4,small,high,average,acc
low,vhigh,5more,4,med,low,poor,unacc
low,vhigh,5more,4,med,med,average,acc
low,vhigh,5more,4,med,high,average,acc
low,vhigh,5more,4,big,low,poor,unacc
low,vhigh,5more,4,big,med,average,acc
low,vhigh,5more,4,big,high,average,acc
low,vhigh,5more,more,small,low,poor,unacc
low,vhigh,5more,more,small,med,poor,unacc
low,vhigh,5more,more,small,high,average,acc
low,vhigh,5more,more,med,low,poor,unacc
low,vhigh,5more,more,med,med,average,acc
low,vhigh,5more,more,med,high,average,acc
low,vhigh,5more,more,big,low,poor,unacc
low,vhigh,5more,more,big,med,average,acc
low,vhigh,5more,more,big,high,average,acc
low,high,2,2,small,low,poor,unacc
low,high,2,2,small,med,poor,unacc
low,high,2,2,small,high,poor,unacc
low,high,2,2,med,low,poor,unacc
low,high,2,2,med,med,poor,unacc
low,high,2,2,med,high,poor,unacc
low,high,2,2,big,low,poor,unacc
low,high,2,2,big,med,poor,unacc
low,high,2,2,big,high,poor,unacc
low,high,2,4,small,low,poor,unacc
low,high,2,4,small,med,average,acc
low,high,2,4,small,high,average,acc
low,high,2,4,med,low,poor,unacc
low,high,2,4,med,med,average,acc
low,high,2,4,med,high,average,acc
low,high,2,4,big,low,poor,unacc
low,high,2,4,big,med,average,acc
low,high,2,4,big,high,vgood,vgood
low,high,2,more,small,low,poor,unacc
low,high,2,more,small,med,poor,unacc
low,high,2,more,small,high,poor,unacc
low,high,2,more,med,low,poor,unacc
low,high,2,more,med,med,average,acc
low,high,2,more,med,high,average,acc
low,high,2,more,big,low,poor,unacc
low,high,2,more,big,med,average,acc
low,high,2,more,big,high,vgood,vgood
low,high,3,2,small,low,poor,unacc
low,high,3,2,small,med,poor,unacc
low,high,3,2,small,high,poor,unacc
low,high,3,2,med,low,poor,unacc
low,high,3,2,med,med,poor,unacc
low,high,3,2,med,high,poor,unacc
low,high,3,2,big,low,poor,unacc
low,high,3,2,big,med,poor,unacc
low,high,3,2,big,high,poor,unacc
low,high,3,4,small,low,poor,unacc
low,high,3,4,small,med,average,acc
low,high,3,4,small,high,average,acc
low,high,3,4,med,low,poor,unacc
low,high,3,4,med,med,average,acc
low,high,3,4,med,high,average,acc
low,high,3,4,big,low,poor,unacc
low,high,3,4,big,med,average,acc
low,high,3,4,big,high,vgood,vgood
low,high,3,more,small,low,poor,unacc
low,high,3,more,small,med,average,acc
low,high,3,more,small,high,average,acc
low,high,3,more,med,low,poor,unacc
low,high,3,more,med,med,average,acc
low,high,3,more,med,high,vgood,vgood
low,high,3,more,big,low,poor,unacc
low,high,3,more,big,med,average,acc
low,high,3,more,big,high,vgood,vgood
low,high,4,2,small,low,poor,unacc
low,high,4,2,small,med,poor,unacc
low,high,4,2,small,high,poor,unacc
low,high,4,2,med,low,poor,unacc
low,high,4,2,med,med,poor,unacc
low,high,4,2,med,high,poor,unacc
low,high,4,2,big,low,poor,unacc
low,high,4,2,big,med,poor,unacc
low,high,4,2,big,high,poor,unacc
low,high,4,4,small,low,poor,unacc
low,high,4,4,small,med,average,acc
low,high,4,4,small,high,average,acc
low,high,4,4,med,low,poor,unacc
low,high,4,4,med,med,average,acc
low,high,4,4,med,high,vgood,vgood
low,high,4,4,big,low,poor,unacc
low,high,4,4,big,med,average,acc
low,high,4,4,big,high,vgood,vgood
low,high,4,more,small,low,poor,unacc
low,high,4,more,small,med,average,acc
low,high,4,more,small,high,average,acc
low,high,4,more,med,low,poor,unacc
low,high,4,more,med,med,average,acc
low,high,4,more,med,high,vgood,vgood
low,high,4,more,big,low,poor,unacc
low,high,4,more,big,med,average,acc
low,high,4,more,big,high,vgood,vgood
low,high,5more,2,small,low,poor,unacc
low,high,5more,2,small,med,poor,unacc
low,high,5more,2,small,high,poor,unacc
low,high,5more,2,med,low,poor,unacc
low,high,5more,2,med,med,poor,unacc
low,high,5more,2,med,high,poor,unacc
low,high,5more,2,big,low,poor,unacc
low,high,5more,2,big,med,poor,unacc
low,high,5more,2,big,high,poor,unacc
low,high,5more,4,small,low,poor,unacc
low,high,5more,4,small,med,average,acc
low,high,5more,4,small,high,average,acc
low,high,5more,4,med,low,poor,unacc
low,high,5more,4,med,med,average,acc
low,high,5more,4,med,high,vgood,vgood
low,high,5more,4,big,low,poor,unacc
low,high,5more,4,big,med,average,acc
low,high,5more,4,big,high,vgood,vgood
low,high,5more,more,small,low,poor,unacc
low,high,5more,more,small,med,average,acc
low,high,5more,more,small,high,average,acc
low,high,5more,more,med,low,poor,unacc
low,high,5more,more,med,med,average,acc
low,high,5more,more,med,high,vgood,vgood
low,high,5more,more,big,low,poor,unacc
low,high,5more,more,big,med,average,acc
low,high,5more,more,big,high,vgood,vgood
low,med,2,2,small,low,poor,unacc
low,med,2,2,small,med,poor,unacc
low,med,2,2,small,high,poor,unacc
low,med,2,2,med,low,poor,unacc
low,med,2,2,med,med,poor,unacc
low,med,2,2,med,high,poor,unacc
low,med,2,2,big,low,poor,unacc
low,med,2,2,big,med,poor,unacc
low,med,2,2,big,high,poor,unacc
low,med,2,4,small,low,poor,unacc
low,med,2,4,small,med,average,acc
low,med,2,4,small,high,good,good
low,med,2,4,med,low,poor,unacc
low,med,2,4,med,med,average,acc
low,med,2,4,med,high,good,good
low,med,2,4,big,low,poor,unacc
low,med,2,4,big,med,good,good
low,med,2,4,big,high,vgood,vgood
low,med,2,more,small,low,poor,unacc
low,med,2,more,small,med,poor,unacc
low,med,2,more,small,high,poor,unacc
low,med,2,more,med,low,poor,unacc
low,med,2,more,med,med,average,acc
low,med,2,more,med,high,good,good
low,med,2,more,big,low,poor,unacc
low,med,2,more,big,med,good,good
low,med,2,more,big,high,vgood,vgood
low,med,3,2,small,low,poor,unacc
low,med,3,2,small,med,poor,unacc
low,med,3,2,small,high,poor,unacc
low,med,3,2,med,low,poor,unacc
low,med,3,2,med,med,poor,unacc
low,med,3,2,med,high,poor,unacc
low,med,3,2,big,low,poor,unacc
low,med,3,2,big,med,poor,unacc
low,med,3,2,big,high,poor,unacc
low,med,3,4,small,low,poor,unacc
low,med,3,4,small,med,average,acc
low,med,3,4,small,high,good,good
low,med,3,4,med,low,poor,unacc
low,med,3,4,med,med,average,acc
low,med,3,4,med,high,good,good
low,med,3,4,big,low,poor,unacc
low,med,3,4,big,med,good,good
low,med,3,4,big,high,vgood,vgood
low,med,3,more,small,low,poor,unacc
low,med,3,more,small,med,average,acc
low,med,3,more,small,high,good,good
low,med,3,more,med,low,poor,unacc
low,med,3,more,med,med,good,good
low,med,3,more,med,high,vgood,vgood
low,med,3,more,big,low,poor,unacc
low,med,3,more,big,med,good,good
low,med,3,more,big,high,vgood,vgood
low,med,4,2,small,low,poor,unacc
low,med,4,2,small,med,poor,unacc
low,med,4,2,small,high,poor,unacc
low,med,4,2,med,low,poor,unacc
low,med,4,2,med,med,poor,unacc
low,med,4,2,med,high,poor,unacc
low,med,4,2,big,low,poor,unacc
low,med,4,2,big,med,poor,unacc
low,med,4,2,big,high,poor,unacc
low,med,4,4,small,low,poor,unacc
low,med,4,4,small,med,average,acc
low,med,4,4,small,high,good,good
low,med,4,4,med,low,poor,unacc
low,med,4,4,med,med,good,good
low,med,4,4,med,high,vgood,vgood
low,med,4,4,big,low,poor,unacc
low,med,4,4,big,med,good,good
low,med,4,4,big,high,vgood,vgood
low,med,4,more,small,low,poor,unacc
low,med,4,more,small,med,average,acc
low,med,4,more,small,high,good,good
low,med,4,more,med,low,poor,unacc
low,med,4,more,med,med,good,good
low,med,4,more,med,high,vgood,vgood
low,med,4,more,big,low,poor,unacc
low,med,4,more,big,med,good,good
low,med,4,more,big,high,vgood,vgood
low,med,5more,2,small,low,poor,unacc
low,med,5more,2,small,med,poor,unacc
low,med,5more,2,small,high,poor,unacc
low,med,5more,2,med,low,poor,unacc
low,med,5more,2,med,med,poor,unacc
low,med,5more,2,med,high,poor,unacc
low,med,5more,2,big,low,poor,unacc
low,med,5more,2,big,med,poor,unacc
low,med,5more,2,big,high,poor,unacc
low,med,5more,4,small,low,poor,unacc
low,med,5more,4,small,med,average,acc
low,med,5more,4,small,high,good,good
low,med,5more,4,med,low,poor,unacc
low,med,5more,4,med,med,good,good
low,med,5more,4,med,high,vgood,vgood
low,med,5more,4,big,low,poor,unacc
low,med,5more,4,big,med,good,good
low,med,5more,4,big,high,vgood,vgood
low,med,5more,more,small,low,poor,unacc
low,med,5more,more,small,med,average,acc
low,med,5more,more,small,high,good,good
low,med,5more,more,med,low,poor,unacc
low,med,5more,more,med,med,good,good
low,med,5more,more,med,high,vgood,vgood
low,med,5more,more,big,low,poor,unacc
low,med,5more,more,big,med,good,good
low,med,5more,more,big,high,vgood,vgood
low,low,2,2,small,low,poor,unacc
low,low,2,2,small,med,poor,unacc
low,low,2,2,small,high,poor,unacc
low,low,2,2,med,low,poor,unacc
low,low,2,2,med,med,poor,unacc
low,low,2,2,med,high,poor,unacc
low,low,2,2,big,low,poor,unacc
low,low,2,2,big,med,poor,unacc
low,low,2,2,big,high,poor,unacc
low,low,2,4,small,low,poor,unacc
low,low,2,4,small,med,average,acc
low,low,2,4,small,high,good,good
low,low,2,4,med,low,poor,unacc
low,low,2,4,med,med,average,acc
low,low,2,4,med,high,good,good
low,low,2,4,big,low,poor,unacc
low,low,2,4,big,med,good,good
low,low,2,4,big,high,vgood,vgood
low,low,2,more,small,low,poor,unacc
low,low,2,more,small,med,poor,unacc
low,low,2,more,small,high,poor,unacc
low,low,2,more,med,low,poor,unacc
low,low,2,more,med,med,average,acc
low,low,2,more,med,high,good,good
low,low,2,more,big,low,poor,unacc
low,low,2,more,big,med,good,good
low,low,2,more,big,high,vgood,vgood
low,low,3,2,small,low,poor,unacc
low,low,3,2,small,med,poor,unacc
low,low,3,2,small,high,poor,unacc
low,low,3,2,med,low,poor,unacc
low,low,3,2,med,med,poor,unacc
low,low,3,2,med,high,poor,unacc
low,low,3,2,big,low,poor,unacc
low,low,3,2,big,med,poor,unacc
low,low,3,2,big,high,poor,unacc
low,low,3,4,small,low,poor,unacc
low,low,3,4,small,med,average,acc
low,low,3,4,small,high,good,good
low,low,3,4,med,low,poor,unacc
low,low,3,4,med,med,average,acc
low,low,3,4,med,high,good,good
low,low,3,4,big,low,poor,unacc
low,low,3,4,big,med,good,good
low,low,3,4,big,high,vgood,vgood
low,low,3,more,small,low,poor,unacc
low,low,3,more,small,med,average,acc
low,low,3,more,small,high,good,good
low,low,3,more,med,low,poor,unacc
low,low,3,more,med,med,good,good
low,low,3,more,med,high,vgood,vgood
low,low,3,more,big,low,poor,unacc
low,low,3,more,big,med,good,good
low,low,3,more,big,high,vgood,vgood
low,low,4,2,small,low,poor,unacc
low,low,4,2,small,med,poor,unacc
low,low,4,2,small,high,poor,unacc
low,low,4,2,med,low,poor,unacc
low,low,4,2,med,med,poor,unacc
low,low,4,2,med,high,poor,unacc
low,low,4,2,big,low,poor,unacc
low,low,4,2,big,med,poor,unacc
low,low,4,2,big,high,poor,unacc
low,low,4,4,small,low,poor,unacc
low,low,4,4,small,med,average,acc
low,low,4,4,small,high,good,good
low,low,4,4,med,low,poor,unacc
low,low,4,4,med,med,good,good
low,low,4,4,med,high,vgood,vgood
low,low,4,4,big,low,poor,unacc
low,low,4,4,big,med,good,good
low,low,4,4,big,high,vgood,vgood
low,low,4,more,small,low,poor,unacc
low,low,4,more,small,med,average,acc
low,low,4,more,small,high,good,good
low,low,4,more,med,low,poor,unacc
low,low,4,more,med,med,good,good
low,low,4,more,med,high,vgood,vgood
low,low,4,more,big,low,poor,unacc
low,low,4,more,big,med,good,good
low,low,4,more,big,high,vgood,vgood
low,low,5more,2,small,low,poor,unacc
low,low,5more,2,small,med,poor,unacc
low,low,5more,2,small,high,poor,unacc
low,low,5more,2,med,low,poor,unacc
low,low,5more,2,med,med,poor,unacc
low,low,5more,2,med,high,poor,unacc
low,low,5more,2,big,low,poor,unacc
low,low,5more,2,big,med,poor,unacc
low,low,5more,2,big,high,poor,unacc
low,low,5more,4,small,low,poor,unacc
low,low,5more,4,small,med,average,acc
low,low,5more,4,small,high,good,good
low,low,5more,4,med,low,poor,unacc
low,low,5more,4,med,med,good,good
low,low,5more,4,med,high,vgood,vgood
low,low,5more,4,big,low,poor,unacc
low,low,5more,4,big,med,good,good
low,low,5more,4,big,high,vgood,vgood
low,low,5more,more,small,low,poor,unacc
low,low,5more,more,small,med,average,acc
low,low,5more,more,small,high,good,good
low,low,5more,more,med,low,poor,unacc
low,low,5more,more,med,med,good,good
low,low,5more,more,med,high,vgood,vgood
low,low,5more,more,big,low,poor,unacc
low,low,5more,more,big,med,good,good
low,low,5more,more,big,high,vgood,vgood
